Exercise_Name;Description_URL;Exercise_Image;Exercise_Image1;muscle_gp_details;muscle_gp;equipment_details;Equipment;Rating;Description;Difficulty;Category;Exercise_Type;Goal_Tag
Reverse-grip bent-over row;https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows;;;https://www.bodybuilding.com/exercises/muscle/middle-back;Middle Back;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;9,2;The Reverse-grip bent-over row targets your middle back and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl;https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl;;;https://www.bodybuilding.com/exercises/muscle/forearms;Forearms;https://www.bodybuilding.com/exercises/equipment/cable;Cable;9,2;The Seated Two-Arm Palms-Up Low-Pulley Wrist Curl targets your forearms and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;General Fitness
Back extension;https://www.bodybuilding.com/exercises/hyperextensions-back-extensions;;;https://www.bodybuilding.com/exercises/muscle/lower-back;Lower Back;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;9,1;The Back extension targets your lower back and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Fat Loss
Close-grip bench press;https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press;;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;9,1;The Close-grip bench press targets your chest and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Cocoons;https://www.bodybuilding.com/exercises/cocoons;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;9,1;The Cocoons targets your abdominals and is categorized under stamina training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Cross-Body Crunch;https://www.bodybuilding.com/exercises/cross-body-crunch;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;9,1;The Cross-Body Crunch targets your abdominals and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Dumbbell Flyes;https://www.bodybuilding.com/exercises/dumbbell-flyes;;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;9,1;The Dumbbell Flyes targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Hammer Curls;https://www.bodybuilding.com/exercises/hammer-curls;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;9,1;The Hammer Curls targets your biceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Incline dumbbell bench press;https://www.bodybuilding.com/exercises/incline-dumbbell-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;9,1;The Incline dumbbell bench press targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Low-cable cross-over;https://www.bodybuilding.com/exercises/low-cable-crossover;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/cable;Cable;9,1;The Low-cable cross-over targets your chest and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Single-arm high-cable side bend;https://www.bodybuilding.com/exercises/one-arm-high-pulley-cable-side-bends;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m1-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m2-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/cable;Cable;9,1;The Single-arm high-cable side bend targets your abdominals and is categorized under stamina training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Seated Dumbbell Press;https://www.bodybuilding.com/exercises/seated-dumbbell-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;9,1;The Seated Dumbbell Press targets your shoulders and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Standing dumbbell shoulder press;https://www.bodybuilding.com/exercises/standing-dumbbell-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m1-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;9,1;The Standing dumbbell shoulder press targets your shoulders and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Single Leg Push-off;https://www.bodybuilding.com/exercises/single-leg-push-off;https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_2.jpg;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/other;Other;9,2;The Single Leg Push-off targets your quadriceps and is categorized under strength training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Hip Circles (Prone);https://www.bodybuilding.com/exercises/hip-circles-prone;https://www.bodybuilding.com/images/2020/may/874_1.jpg;https://www.bodybuilding.com/images/2020/may/874_2.jpg;https://www.bodybuilding.com/exercises/muscle/abductors;Abductors;https://www.bodybuilding.com/exercises/finder;nan;9,2;The Hip Circles (Prone) targets your abductors and is categorized under strength training. It typically uses nan equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Reverse-grip bent-over row;https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/middle-back;Middle Back;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;9,2;The Reverse-grip bent-over row targets your middle back and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl;https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl;https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_2.jpg;https://www.bodybuilding.com/exercises/muscle/forearms;Forearms;https://www.bodybuilding.com/exercises/equipment/cable;Cable;9,2;The Seated Two-Arm Palms-Up Low-Pulley Wrist Curl targets your forearms and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;General Fitness
Back extension;https://www.bodybuilding.com/exercises/hyperextensions-back-extensions;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-16m-back-extension-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-16m-back-extension-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/lower-back;Lower Back;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;9,1;The Back extension targets your lower back and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Fat Loss
Close-grip bench press;https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82e-close-grip-bench-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82e-close-grip-bench-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;9,1;The Close-grip bench press targets your chest and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Cocoons;https://www.bodybuilding.com/exercises/cocoons;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-170a-cocoon-crunch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-170a-cocoon-crunch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;9,1;The Cocoons targets your abdominals and is categorized under stamina training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Cross-Body Crunch;https://www.bodybuilding.com/exercises/cross-body-crunch;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;9,1;The Cross-Body Crunch targets your abdominals and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Dumbbell Flyes;https://www.bodybuilding.com/exercises/dumbbell-flyes;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31e-dumbbell-chest-fly-m1-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;9,1;The Dumbbell Flyes targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Hammer Curls;https://www.bodybuilding.com/exercises/hammer-curls;;;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;9,1;The Hammer Curls targets your biceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
